gene_name	seqname	start	end
GHR	chr5	42408439	42736878
CCDC152	chr5	42741818	42817439
SELENOP	chr5	42784880	42902392
ANXA2R	chr5	43024233	43058170
ZNF131	chr5	43050176	43207021
NIM1K	chr5	43177071	43295850
HMGCS1	chr5	43272470	43328512
CCL28	chr5	43361645	43427391
TMEM267	chr5	43429252	43498893
C5orf34	chr5	43471709	43530148
PAIP1	chr5	43511267	43572758
NNT	chr5	43587692	43722405
FGF10	chr5	44285247	44404706
MRPS30	chr5	44793947	44835428
HCN1	chr5	45239948	45711498
EMB	chr5	50381192	50458248
PARP8	chr5	50650899	50861519
ISL1	chr5	51368448	51409730
PELO	chr5	52772916	52819044
ITGA1	chr5	52772916	52974209
ITGA2	chr5	52974340	53109779
MOCS2	chr5	53080679	53125063
FST	chr5	53465626	53502134
NDUFS4	chr5	53545633	53698338
ARL15	chr5	53868942	54325582
HSPB3	chr5	54440699	54471377
SNX18	chr5	54502759	54561586
ESM1	chr5	54962867	55037671
GZMK	chr5	55009256	55049570
GZMA	chr5	55087646	55125252
CDC20B	chr5	55097971	55188177
GPX8	chr5	55145167	55182297
MCIDAS	chr5	55204564	55242315
CCNO	chr5	55216152	55248608
DHX29	chr5	55241055	55322694
MTREX	chr5	55292989	55440579
PLPP1	chr5	55409854	55549969
SLC38A9	chr5	55610845	55788194
DDX4	chr5	55723017	55832157
IL31RA	chr5	55836357	55937854
IL6ST	chr5	55920095	56010022
ANKRD55	chr5	56084680	56248330
MAP3K1	chr5	56800549	56911152
SETD9	chr5	56894260	56940532
MIER3	chr5	56904602	56986675
GPBP1	chr5	57158948	57279679
ACTBL2	chr5	57465018	57497811
PLK2	chr5	58438982	58475139
GAPT	chr5	58476435	58512090
RAB3C	chr5	58567221	58874394
PDE4D	chr5	58954038	60537120
DEPDC1B	chr5	60581912	60715190
ELOVL7	chr5	60736791	60859274
ERCC8	chr5	60851454	60960073
NDUFAF2	chr5	60930177	61169531
SMIM15	chr5	61142704	61177468
ZSWIM6	chr5	61317258	61561172
KIF2A	chr5	62291162	62406025
ENSG00000288643	chr5	62291206	62552249
DIMT1	chr5	62332284	62418943
IPO11	chr5	62388972	62643582
LRRC70	chr5	62563819	62596446
HTR1A	chr5	63942874	63977507
RNF180	chr5	64150843	64387869
RGS7BP	chr5	64491015	64627319
SHISAL2B	chr5	64675442	64733190
SREK1IP1	chr5	64703148	64783691
CWC27	chr5	64751368	65117412
ADAMTS6	chr5	65133738	65496920
CENPK	chr5	65502766	65578168
PPWD1	chr5	65548236	65602549
TRIM23	chr5	65574690	65640975
TRAPPC13	chr5	65610004	65681233
SHLD3	chr5	65610027	65645928
SGTB	chr5	65650928	65738035
NLN	chr5	65707205	65886725
ERBIN	chr5	65868128	66097546
SREK1	chr5	66124971	66198615
MAST4	chr5	66581380	67184593
CD180	chr5	67164613	67211799
PIK3R1	chr5	68200740	68316821
SLC30A5	chr5	69078991	69146069
CCNB1	chr5	69152135	69193245
CENPH	chr5	69174574	69225357
MRPS36	chr5	69202760	69245158
CDK7	chr5	69219795	69292430
CCDC125	chr5	69265175	69347809
AK6	chr5	69335984	69385013
TAF9	chr5	69347026	69385013
RAD17	chr5	69354293	69429801
MARVELD2	chr5	69400065	69459330
OCLN	chr5	69477292	69573104
GTF2H2C	chr5	69545191	69610221
SERF1B	chr5	70010251	70058113
SMN2	chr5	70034638	70093522
SERF1A	chr5	70885669	70933530
SMN1	chr5	70910030	70968942
NAIP	chr5	70953166	71040339
GTF2H2	chr5	71020016	71082689
BDP1	chr5	71440651	71582820
MCCC2	chr5	71564531	71673706
CARTPT	chr5	71704275	71736048
MAP1B	chr5	72092234	72224565
MRPS27	chr5	72199953	72336717
PTCD2	chr5	72305367	72383395
ZNF366	chr5	72424903	72522410
TNPO1	chr5	72801312	72931733
FCHO2	chr5	72941041	73105522
TMEM171	chr5	73105569	73146809
TMEM174	chr5	73158193	73190143
FOXD1	chr5	73429827	73463777
BTF3	chr5	73483408	73520667
ANKRA2	chr5	73537190	73580667
UTP15	chr5	73550443	73598380
ARHGEF28	chr5	73611158	73956993
ENC1	chr5	74612406	74656424
HEXB	chr5	74625023	74737647
GFM2	chr5	74706206	74782147
NSA2	chr5	74751991	74795113
FAM169A	chr5	74762574	74881966
GCNT4	chr5	75010346	75067558
ANKRD31	chr5	75053275	75251911
HMGCR	chr5	75321329	75379001
CERT1	chr5	75341345	75527138
POLK	chr5	75496845	75624991
ANKDD1B	chr5	75596182	75696773
POC5	chr5	75659124	75732448
SV2C	chr5	76068383	76368939
IQGAP2	chr5	76388285	76723132
F2RL2	chr5	76600482	76638413
F2R	chr5	76701126	76750770
F2RL1	chr5	76803933	76850315
S100Z	chr5	76835001	76936650
CRHBP	chr5	76938045	76996158
AGGF1	chr5	77014251	77080234
ENSG00000285000	chr5	77015902	77167155
ZBED3	chr5	77057072	77102285
ENSG00000284762	chr5	77071732	77442124
PDE8B	chr5	77195449	77443256
WDR41	chr5	77410970	77635611
OTP	chr5	77613712	77653713
TBCA	chr5	77676166	77883780
AP3B1	chr5	77985522	78309762
SCAMP1	chr5	78345611	78495739
LHFPL2	chr5	78470215	78785021
ARSB	chr5	78762209	79001087
DMGDH	chr5	78982564	79251038
BHMT2	chr5	79054767	79105069
BHMT	chr5	79096809	79147288
JMY	chr5	79221131	79342211
HOMER1	chr5	79357636	79529134
TENT2	chr5	79597120	79703246
CMYA5	chr5	79674836	79815240
MTX3	chr5	79961716	80006262
THBS4	chr5	79976311	80098287
SERINC5	chr5	80096651	80271048
SPZ1	chr5	80304625	80336842
ZFYVE16	chr5	80393013	80498379
FAM151B	chr5	80472969	80557563
ANKRD34B	chr5	80541755	80585280
DHFR	chr5	80611226	80669983
MSH3	chr5	80639652	80891815
RASGRF2	chr5	80945363	81245162
CKMT2	chr5	81218320	81281398
ZCCHC9	chr5	81286587	81328297
ACOT12	chr5	81314996	81409179
SSBP2	chr5	81397804	81766797
ATG10	chr5	81957023	82291857
RPS23	chr5	82258320	82293396
TMEM167A	chr5	83037846	83092863
XRCC4	chr5	83062498	83368787
VCAN	chr5	83456618	83597303
HAPLN1	chr5	83622805	83735855
EDIL3	chr5	83925554	84399880
COX7C	chr5	86602928	86635962
RASA1	chr5	87252883	87406931
CCNH	chr5	87303416	87427930
TMEM161B	chr5	88174633	88284476
MEF2C	chr5	88702117	88919257
CETN3	chr5	90377257	90424766
MBLAC2	chr5	90443209	90489771
POLR3G	chr5	90456748	90529557
LYSMD3	chr5	90500611	90544584
ADGRV1	chr5	90514344	91179437
ARRDC3	chr5	91353631	91398317
NR2F1	chr5	93568222	93609611
FAM172A	chr5	93602725	94126699
POU5F2	chr5	93718220	93756600
KIAA0825	chr5	94135851	94633604
SLF1	chr5	94603669	94754436
MCTP1	chr5	94688690	95300094
FAM81B	chr5	95376366	95465454
SKIC3	chr5	95446755	95570050
ARSK	chr5	95540101	95620102
GPR150	chr5	95605087	95637142
RFESD	chr5	95631777	95699773
SPATA9	chr5	95637181	95713711
RHOBTB3	chr5	95698522	95839383
GLRX	chr5	95736319	95837726
ELL2	chr5	95870098	95976851
PCSK1	chr5	96375333	96449143
CAST	chr5	96510267	96794595
ERAP1	chr5	96745810	96823100
ERAP2	chr5	96860986	96934703
LNPEP	chr5	96920394	97052513
LIX1	chr5	97076867	97157753
RIOK2	chr5	97145867	97198247
RGMB	chr5	98753650	98813643
CHD1	chr5	98838985	98944007
FAM174A	chr5	100520374	100601741
ST8SIA4	chr5	100791933	100918282
SLCO4C1	chr5	102218986	102311284
SLCO6A1	chr5	102356774	102514016
PAM	chr5	102738981	103044730
GIN1	chr5	103071000	103135138
PPIP5K2	chr5	103105149	103227799
MACIR	chr5	103243763	103293660
NUDT12	chr5	103533855	103577790
EFNA5	chr5	107361894	107685937
FBXL17	chr5	107844035	108397098
FER	chr5	108732841	109211841
PJA2	chr5	109319713	109424974
MAN2A1	chr5	109674927	109884625
TMEM232	chr5	110274233	110753956
SLC25A46	chr5	110723136	110780161
TSLP	chr5	111055062	111093026
WDR36	chr5	111077321	111145502
CAMK4	chr5	111208653	111509886
STARD4	chr5	111481033	111527590
NREP	chr5	111647621	112012464
EPB41L4A	chr5	112127441	112434313
APC	chr5	112692518	112861239
ENSG00000258864	chr5	112812213	112882582
SRP19	chr5	112846188	112913371
REEP5	chr5	112861385	112937289
DCP2	chr5	112961702	113037195
MCC	chr5	113007106	113503823
TSSK1B	chr5	113417553	113449989
YTHDC2	chr5	113498694	113610285
KCNN2	chr5	114040926	114511500
TRIM36	chr5	115109762	115195546
PGGT1B	chr5	115189012	115277877
CCDC112	chr5	115252190	115311693
FEM1C	chr5	115505908	115559775
TICAM2	chr5	115563496	115617479
TMED7-TICAM2	chr5	115563642	115641161
TMED7	chr5	115598210	115647992
CDO1	chr5	115789733	115831659
ATG12	chr5	115813200	115856837
AP3S1	chr5	115826592	115929081
LVRN	chr5	115947454	116042619
ARL14EPL	chr5	116017324	116075118
COMMD10	chr5	116070016	116427762
SEMA6A	chr5	116428555	116589823
DTWD2	chr5	118821074	119003547
DMXL1	chr5	119022772	119264138
TNFAIP8	chr5	119253692	119414688
HSD17B4	chr5	119437465	119652199
FAM170A	chr5	119614558	119650822
PRR16	chr5	120449300	120702332
FTMT	chr5	121836882	121867833
SRFBP1	chr5	121946975	122090570
LOX	chr5	122048195	122093413
ZNF474	chr5	122114546	122197658
ENSG00000250803	chr5	122114622	122197658
SNCAIP	chr5	122296354	122479219
SNX2	chr5	122760079	122849543
SNX24	chr5	122828439	123044354
PPIC	chr5	123008250	123051725
PRDM6	chr5	123074241	123209266
CEP120	chr5	123329890	123438592
CSNK1G3	chr5	123497177	123632049
ZNF608	chr5	124621913	124763807
GRAMD2B	chr5	126345132	126511494
ALDH7A1	chr5	126516200	126610362
PHAX	chr5	126585925	126642252
TEX43	chr5	126616705	126651284
LMNB1	chr5	126761623	126852020
MARCHF3	chr5	126852714	127045558
C5orf63	chr5	127030235	127088506
MEGF10	chr5	127275796	127480737
PRRC1	chr5	127502640	127570085
CTXN3	chr5	127634082	127673630
CCDC192	chr5	127688361	127956507
SLC12A2	chr5	128068766	128204677
FBN2	chr5	128242909	128674185
SLC27A6	chr5	128523013	129048642
ISOC1	chr5	129079749	129129028
ADAMTS19	chr5	129445281	129753683
MINAR2	chr5	129733094	129781732
CHSY3	chr5	129889465	130201634
HINT1	chr5	131140383	131239468
LYRM7	chr5	131155944	131220428
CDC42SE2	chr5	131230493	131413447
RAPGEF6	chr5	131408921	131650231
ENSG00000273217	chr5	131410891	131811983
FNIP1	chr5	131626714	131812017
MEIKIN	chr5	131791990	131960698
ENSG00000281938	chr5	131792143	132026637
ACSL6	chr5	131934973	132027243
IL3	chr5	132045655	132078204
CSF2	chr5	132058789	132091170
P4HA2	chr5	132175147	132310315
PDLIM4	chr5	132242696	132288454
SLC22A4	chr5	132279394	132359190
SLC22A5	chr5	132354710	132410613
ENSG00000283782	chr5	132395832	132661079
IRF1	chr5	132425440	132523719
IL5	chr5	132526445	132571838
RAD50	chr5	132541019	132661349
IL13	chr5	132641263	132676110
IL4	chr5	132658986	132697678
KIF3A	chr5	132677628	132752638
CCNI2	chr5	132732426	132769403
SEPTIN8	chr5	132735819	132822241
SOWAHA	chr5	132798302	132831786
SHROOM1	chr5	132807141	132845659
GDF9	chr5	132846181	132881884
UQCRQ	chr5	132851630	132883847
LEAP2	chr5	132858444	132890046
AFF4	chr5	132860395	132978634
ZCCHC10	chr5	132981985	133041604
HSPA4	chr5	133037013	133121449
FSTL4	chr5	133181455	133627541
C5orf15	chr5	133940510	133983674
VDAC1	chr5	133956871	134019975
TCF7	chr5	134099681	134166865
SKP1	chr5	134133935	134191964
ENSG00000272772	chr5	134142088	134240861
PPP2CA	chr5	134179035	134241073
ENSG00000273345	chr5	134181905	134386044
CDKL3	chr5	134271350	134386047
UBE2B	chr5	134356184	134407108
CDKN2AIPNL	chr5	134387065	134426881
JADE2	chr5	134509312	134598230
SAR1B	chr5	134586149	134664271
SEC24A	chr5	134633785	134742909
CAMLG	chr5	134723495	134767157
DDX46	chr5	134743771	134870133
C5orf24	chr5	134830680	134874735
TXNDC15	chr5	134859371	134916635
PCBD2	chr5	134890120	135022959
CATSPER3	chr5	134952907	135026696
PITX1	chr5	135012734	135049813
MACROH2A1	chr5	135319381	135414914
DCANP1	chr5	135429214	135462348
TIFAB	chr5	135429226	135467351
SLC25A48	chr5	135461913	135904770
NEUROG1	chr5	135519282	135550964
CXCL14	chr5	135555679	135594279
IL9	chr5	135877246	135910841
LECT2	chr5	135907279	135969983
TGFBI	chr5	136013988	136078818
SMAD5	chr5	136117845	136203747
SMIM32	chr5	136176468	136208162
TRPC7	chr5	136197745	136380545
SPOCK1	chr5	136960298	137613379
KLHL3	chr5	137602500	137751089
HNRNPA0	chr5	137730651	137769363
MYOT	chr5	137852858	137902851
PKD2L2	chr5	137872968	137957747
FAM13B	chr5	137922960	138066961
WNT8A	chr5	138068990	138107365
NME5	chr5	138100175	138154443
BRD8	chr5	138124770	138193953
KIF20A	chr5	138163719	138202723
CDC23	chr5	138172650	138228343
GFRA3	chr5	138237380	138289621
CDC25C	chr5	138270269	138353355
FAM53C	chr5	138316935	138364729
KDM3B	chr5	138337685	138452028
REEP2	chr5	138424057	138461969
EGR1	chr5	138450479	138484303
ETF1	chr5	138491095	138558236
HSPA9	chr5	138538756	138590675
CTNNA1	chr5	138595967	138950034
LRRTM2	chr5	138853921	138890368
SIL1	chr5	138931724	139308557
MATR3	chr5	139258752	139346671
MATR3	chr5	139278674	139346677
PAIP2	chr5	139326587	139384720
SLC23A1	chr5	139352196	139399553
MZB1	chr5	139372467	139405081
PROB1	chr5	139375592	139410104
SPATA24	chr5	139381563	139419089
DNAJC18	chr5	139393588	139459491
ENSG00000279686	chr5	139427316	139477707
ECSCR	chr5	139433560	139477743
SMIM33	chr5	139456004	139488700
STING1	chr5	139460533	139497935
UBE2D2	chr5	139511431	139643434
CXXC5	chr5	139632299	139698882
PSD2	chr5	139780808	139859466
NRG2	chr5	139831779	140058299
PURA	chr5	140092777	140140619
IGIP	chr5	140110937	140144392
CYSTM1	chr5	140160156	140297052
PFDN1	chr5	140230035	140318113
HBEGF	chr5	140317843	140361603
SLC4A9	chr5	140345194	140390141
ANKHD1	chr5	140386814	140554856
ANKHD1-EIF4EBP3	chr5	140386908	140564569
SRA1	chr5	140522340	140572677
EIF4EBP3	chr5	140532662	140564576
APBB3	chr5	140543268	140579781
SLC35A4	chr5	140549446	140584100
CD14	chr5	140616728	140648700
NDUFA2	chr5	140623740	140662771
TMCO6	chr5	140624435	140660408
IK	chr5	140632058	140677480
WDR55	chr5	140649868	140689124
DND1	chr5	140655794	140688576
HARS1	chr5	140658035	140706537
HARS2	chr5	140676430	140714305
ZMAT2	chr5	140683680	140721686
PCDHA1	chr5	140771136	141027347
PCDHA2	chr5	140779852	141027347
PCDHA3	chr5	140786028	141027347
PCDHA4	chr5	140792037	141027347
PCDHA5	chr5	140806604	141027347
PCDHA6	chr5	140812958	141027347
PCDHA7	chr5	140819248	141027347
PCDHA8	chr5	140826187	141027347
PCDHA9	chr5	140832772	141027347
PCDHA10	chr5	140840883	141027347
PCDHA11	chr5	140853183	141027347
PCDHA12	chr5	140860302	141027347
PCDHA13	chr5	140867124	141027347
PCDHAC1	chr5	140911299	141027347
PCDHAC2	chr5	140951470	141027347
PCDHB1	chr5	141036374	141074346
PCDHB2	chr5	141079606	141113703
PCDHB3	chr5	141085473	141118827
PCDHB4	chr5	141106818	141140623
PCDHB5	chr5	141120206	141153615
PCDHB6	chr5	141135057	141168287
PCDHB7	chr5	141157644	141191383
PCDHB8	chr5	141162790	141195539
PCDHB16	chr5	141167387	141201226
PCDHB9	chr5	141172127	141206541
PCDHB10	chr5	141177353	141210647
PCDHB11	chr5	141184610	141218779
PCDHB12	chr5	141193697	141227571
PCDHB13	chr5	141198919	141233979
PCDHB14	chr5	141208343	141242759
ENSG00000279983	chr5	141208372	141260861
PCDHB15	chr5	141230395	141264365
TAF7	chr5	141244884	141335784
SLC25A2	chr5	141287635	141319049
PCDHGA1	chr5	141315514	141527975
PCDHGA2	chr5	141323760	141527975
PCDHGA3	chr5	141328829	141527975
PCDHGB1	chr5	141335099	141527975
PCDHGA4	chr5	141340021	141527975
PCDHGB2	chr5	141344994	141527975
PCDHGA5	chr5	141349162	141527975
PCDHGB3	chr5	141355242	141527975
PCDHGA6	chr5	141358891	141527975
PCDHGA7	chr5	141367739	141527975
PCDHGB4	chr5	141372698	141527975
PCDHGA8	chr5	141375157	141527975
PCDHGB5	chr5	141382947	141527975
PCDHGA9	chr5	141387778	141527975
PCDHGB6	chr5	141393021	141527975
PCDHGA10	chr5	141397987	141527975
PCDHGB7	chr5	141402645	141527975
PCDHGA11	chr5	141406047	141527975
PCDHGA12	chr5	141415507	141527975
PCDHGC3	chr5	141460947	141527977
PCDHGC4	chr5	141469997	141527975
PCDHGC5	chr5	141474081	141527975
DIAPH1	chr5	141500016	141634055
HDAC3	chr5	141605876	141651849
RELL2	chr5	141621950	141656064
FCHSD1	chr5	141624302	141666418
ARAP3	chr5	141638401	141697230
PCDH1	chr5	141838090	141894246
DELE1	chr5	141908855	141957047
PCDH12	chr5	141928581	141984741
RNF14	chr5	141943328	142005292
GNPDA1	chr5	141976749	142028041
NDFIP1	chr5	142093779	142169440
SPRY4	chr5	142295427	142341455
FGF1	chr5	142577178	142713070
ARHGAP26	chr5	142755377	143244011
NR3C1	chr5	143262931	143450512
HMHB1	chr5	143797161	143835716
YIPF5	chr5	144143162	144185714
KCTD16	chr5	144155873	144500686
PRELID2	chr5	145456799	145850369
GRXCR2	chr5	145843521	145952126
SH3RF2	chr5	145921578	146096791
PLAC8L1	chr5	146069313	146120577
LARS1	chr5	146095566	146197696
ENSG00000275740	chr5	146188550	146354251
RBM27	chr5	146188605	146304223
POU4F3	chr5	146323839	146356728
TCERG1	chr5	146432311	146526961
GPR151	chr5	146498144	146531190
PPP2R2B	chr5	146565742	147099784
STK32A	chr5	147219963	147402855
DPYSL3	chr5	147375808	147525068
JAKMIP2	chr5	147570438	147797775
SPINK1	chr5	147809572	147846671
SCGB3A2	chr5	147855682	147897191
C5orf46	chr5	147865726	147921538
SPINK5	chr5	148010683	148152382
SPINK14	chr5	148153546	148190619
SPINK6	chr5	148187794	148230137
MARCOL	chr5	148206650	148258580
SPINK13	chr5	148253180	148301255
SPINK7	chr5	148297419	148330922
SPINK9	chr5	148306203	148354852
FBXO38	chr5	148368935	148457836
HTR4	chr5	148431042	148692235
ADRB2	chr5	148811611	148843623
SH3TC2	chr5	148908639	149078163
ABLIM3	chr5	149126483	149275542
AFAP1L1	chr5	149256859	149358637
GRPEL2	chr5	149330430	149369583
PCYOX1L	chr5	149343037	149384653
IL17B	chr5	149356324	149419202
CSNK1A1	chr5	149477982	149566471
ARHGEF37	chr5	149536947	149649968
PPARGC1B	chr5	149715298	149870022
PDE6A	chr5	149842953	149959793
SLC26A2	chr5	149945758	150008455
TIGD6	chr5	149978118	150015654
HMGXB3	chr5	149985046	150068142
CSF1R	chr5	150038291	150128372
PDGFRB	chr5	150098839	150170872
CDX1	chr5	150151778	150199558
SLC6A7	chr5	150175062	150237788
CAMK2A	chr5	150204491	150305093
ARSI	chr5	150281343	150354307
TCOF1	chr5	150342629	150415308
CD74	chr5	150386637	150427969
RPS14	chr5	150427635	150464739
NDST1	chr5	150470818	150573211
SYNPO	chr5	150586080	150674207
MYOZ3	chr5	150645882	150694368
RBM22	chr5	150675792	150716077
DCTN4	chr5	150693440	150774095
SMIM3	chr5	150763757	150811734
IRGM	chr5	150831521	150915736
ZNF300	chr5	150879392	150919983
GPX3	chr5	151005591	151043988
TNIP1	chr5	151014945	151108577
ANXA6	chr5	151085706	151172815
CCDC69	chr5	151166052	151239093
GM2A	chr5	151197150	151285440
SLC36A3	chr5	151261358	151318766
SLC36A2	chr5	151299972	151362590
SLC36A1	chr5	151422046	151507379
FAT2	chr5	151489092	151606331
SPARC	chr5	151646096	151701975
ATOX1	chr5	151727316	151787532
G3BP1	chr5	151756045	151827911
GLRA1	chr5	151807513	151939851
NMUR2	chr5	152376546	152448368
GRIA1	chr5	153474615	153828869
FAM114A2	chr5	153975148	154053936
MFAP3	chr5	154023959	154235478
GALNT10	chr5	154175730	154435984
SAP30L	chr5	154430997	154476053
HAND1	chr5	154459972	154493227
LARP1	chr5	154667986	154832605
FAXDC2	chr5	154803492	154874252
CNOT8	chr5	154842553	154891792
GEMIN5	chr5	154872411	154953211
MRPL22	chr5	154926073	154984411
KIF4B	chr5	154998755	155033141
SGCD	chr5	155855344	156782788
PPP1R2B	chr5	156835295	156867528
TIMD4	chr5	156904292	156978226
HAVCR1	chr5	157011742	157084396
HAVCR2	chr5	157070422	157157869
MED7	chr5	157122424	157174019
ITK	chr5	157127933	157270185
GARIN3	chr5	157146846	157181264
CYFIP2	chr5	157251079	157410595
ENSG00000285868	chr5	157326596	157475100
FNDC9	chr5	157326598	157360677
ADAM19	chr5	157380534	157590775
NIPAL4	chr5	157445213	157489722
SOX30	chr5	157610679	157686480
C5orf52	chr5	157656533	157695158
THG1L	chr5	157716420	157756449
LSM11	chr5	157728712	157775709
CLINT1	chr5	157770743	157874145
EBF1	chr5	158680920	159114916
RNF145	chr5	159142409	159225053
UBLCP1	chr5	159248290	159301036
IL12B	chr5	159299780	159345863
ADRA1B	chr5	159850080	159988012
TTC1	chr5	159994113	160080543
PWWP2A	chr5	160046801	160134450
FABP6	chr5	160172367	160253735
CCNJL	chr5	160234083	160360396
C1QTNF2	chr5	160332754	160385641
FAM200C	chr5	160378148	160415054
SLU7	chr5	160386641	160436711
PTTG1	chr5	160406855	160443739
ATP10B	chr5	160548120	160867214
GABRB2	chr5	161273429	161564044
GABRA6	chr5	161532063	161717593
GABRA1	chr5	161832063	161914981
GABRG2	chr5	161985057	162177977
CCNG1	chr5	163422569	163461151
NUDCD2	chr5	163431526	163475102
HMMR	chr5	163445203	163506941
MAT2B	chr5	163488114	163534558
TENM2	chr5	166964029	168279157
WWC1	chr5	168276645	168487303
RARS1	chr5	168471451	168534301
FBLL1	chr5	168514305	168545634
PANK3	chr5	168533495	168594368
SLIT3	chr5	168646740	169316139
SPDL1	chr5	169568636	169619778
DOCK2	chr5	169622268	170098382
INSYN2B	chr5	169846303	169995495
FOXI1	chr5	170090897	170124734
C5orf58	chr5	170214104	170267575
LCP2	chr5	170231233	170312815
KCNIP1	chr5	170338487	170751632
KCNMB1	chr5	170359671	170404634
GABRP	chr5	170748350	170829047
RANBP17	chr5	170846870	171315015
TLX3	chr5	171294248	171327139
NPM1	chr5	171372116	171426810
FGF18	chr5	171404647	171472626
SMIM23	chr5	171767432	171811126
FBXW11	chr5	171846549	172021873
STK10	chr5	172027079	172203224
EFCAB9	chr5	172179172	172218454
UBTD2	chr5	172194646	172298764
SH3PXD2B	chr5	172310000	172469525
NEURL1B	chr5	172626263	172706540
DUSP1	chr5	172753096	172786195
ERGIC1	chr5	172819251	172967792
RPL26L1	chr5	172943729	172984771
ATP6V0E1	chr5	172968771	173050445
CREBRF	chr5	173041352	173154284
BNIP1	chr5	173129442	173179387
NKX2-5	chr5	173217109	173250311
STC2	chr5	173299723	173343447
BOD1	chr5	173592145	173631659
CPEB4	chr5	173873349	173976980
C5orf47	chr5	173958779	174021140
NSG2	chr5	174030706	174258501
MSX2	chr5	174709582	174745896
DRD1	chr5	175425036	175459182
SFXN1	chr5	175462062	175544742
HRH2	chr5	175643030	175725756
CPLX2	chr5	175781310	175899021
THOC3	chr5	175902873	176049680
SIMC1	chr5	176223367	176360991
KIAA1191	chr5	176331062	176376807
ARL10	chr5	176350487	176416865
NOP16	chr5	176368946	176403927
HIGD2A	chr5	176373751	176404761
CLTB	chr5	176377501	176431539
FAF2	chr5	176432628	176525074
RNF44	chr5	176511712	176553025
CDHR2	chr5	176527511	176610974
GPRIN1	chr5	176580802	176625156
SNCB	chr5	176605082	176645556
EIF4E1B	chr5	176615618	176661644
TSPAN17	chr5	176632387	176674054
UNC5A	chr5	176795519	176895898
HK3	chr5	176865869	176914346
UIMC1	chr5	176890005	177037633
ZNF346	chr5	177007696	177096189
FGFR4	chr5	177071905	177113144
NSD1	chr5	177116830	177315213
RAB24	chr5	177286198	177318744
MXD3	chr5	177286461	177327757
PRELID1	chr5	177288799	177321949
LMAN2	chr5	177300805	177366840
RGS14	chr5	177342924	177387596
SLC34A1	chr5	177364235	177413848
PFN3	chr5	177385109	177415661
F12	chr5	177387133	177431583
GRK6	chr5	177388204	177457901
PRR7	chr5	177431445	177471286
DBN1	chr5	177441608	177489401
PDLIM7	chr5	177468394	177512606
DOK3	chr5	177486904	177526274
DDX41	chr5	177496577	177531961
FAM193B	chr5	177504789	177569586
TMED9	chr5	177577203	177612242
