gene_name	seqname	start	end	toy
RBM15B	chr3	51391285	51397908	0
DCAF1	chr3	51395867	51500015	0
RAD54L2	chr3	51538719	51668667	0
TEX264	chr3	51662693	51704323	0
GRM2	chr3	51707068	51718613	0
IQCF6	chr3	51778561	51779241	0
ENSG00000285749	chr3	51798803	51830856	0
IQCF3	chr3	51826883	51833389	0
IQCF2	chr3	51861615	51863424	0
IQCF5	chr3	51873721	51875601	0
IQCF1	chr3	51894876	51903353	0
RRP9	chr3	51933429	51941904	0
PARP3	chr3	51942345	51948867	0
GPR62	chr3	51955381	51957499	0
PCBP4	chr3	51957454	51974016	0
ABHD14B	chr3	51968510	51983409	0
ABHD14A	chr3	51971426	51981196	0
ABHD14A-ACY1	chr3	51974706	51989183	0
ACY1	chr3	51983340	51989197	0
RPL29	chr3	51993522	51995895	0
DUSP7	chr3	52048919	52056571	0
POC1A	chr3	52075226	52154690	0
ALAS1	chr3	52198086	52214327	0
TLR9	chr3	52221080	52225645	0
ENSG00000173366	chr3	52221081	52231190	0
TWF2	chr3	52228612	52246788	0
PPM1M	chr3	52245759	52250599	0
WDR82	chr3	52254434	52288020	0
GLYCTK	chr3	52287089	52295257	0
DNAH1	chr3	52316319	52400492	0
BAP1	chr3	52401008	52410008	0
PHF7	chr3	52410660	52423641	0
SEMA3G	chr3	52433035	52445103	0
TNNC1	chr3	52451100	52454041	0
NISCH	chr3	52455118	52493068	0
STAB1	chr3	52495338	52524495	0
NT5DC2	chr3	52524385	52535054	0
UQCC5	chr3	52534013	52579237	0
PBRM1	chr3	52545352	52685917	0
GNL3	chr3	52681156	52694497	0
GLT8D1	chr3	52694486	52706032	0
SPCS1	chr3	52704955	52711148	0
NEK4	chr3	52708444	52770946	0
ITIH1	chr3	52777595	52792068	0
ITIH3	chr3	52794768	52808799	0
ITIH4	chr3	52812962	52830688	0
ENSG00000243696	chr3	52813282	52835729	0
MUSTN1	chr3	52833114	52835019	0
STIMATE-MUSTN1	chr3	52833121	52897562	0
STIMATE	chr3	52836219	52897548	0
SFMBT1	chr3	52903572	53046750	0
ENSG00000272305	chr3	52969119	53099453	0
RFT1	chr3	53088483	53130453	0
PRKCD	chr3	53156009	53192717	0
TKT	chr3	53224712	53256052	0
DCP1A	chr3	53283429	53347586	0
CACNA1D	chr3	53328963	53813733	0
CHDH	chr3	53812335	53846419	0
IL17RB	chr3	53846568	53865794	0
ACTR8	chr3	53867066	53882152	0
SELENOK	chr3	53884417	53891885	0
CACNA2D3	chr3	54122552	55074557	0
LRTM1	chr3	54918231	54967088	0
WNT5A	chr3	55465715	55490539	0
ERC2	chr3	55508311	56469095	0
CCDC66	chr3	56557161	56621837	0
TASOR	chr3	56620132	56683265	0
ARHGEF3	chr3	56727418	57079329	0
SPATA12	chr3	57060664	57075432	0
IL17RD	chr3	57089982	57170306	0
HESX1	chr3	57197838	57227606	0
APPL1	chr3	57227726	57278105	0
ASB14	chr3	57268342	57292685	0
DNAH12	chr3	57293699	57544344	0
PDE12	chr3	57556274	57566848	0
ARF4	chr3	57571363	57598220	0
DENND6A	chr3	57625454	57693077	0
SLMAP	chr3	57755450	57930003	0
FLNB	chr3	58008398	58172251	1
DNASE1L3	chr3	58192257	58214697	0
ABHD6	chr3	58237532	58295693	0
RPP14	chr3	58306245	58324695	0
HTD2	chr3	58306262	58320193	0
PXK	chr3	58332880	58426127	0
PDHB	chr3	58427630	58433857	0
KCTD6	chr3	58492096	58502360	0
ACOX2	chr3	58505136	58537283	0
FAM107A	chr3	58564117	58627610	0
FAM3D	chr3	58633946	58666834	0
CFAP20DC	chr3	58717365	59050084	0
FHIT	chr3	59747277	61251459	0
PTPRG	chr3	61561569	62297609	0
C3orf14	chr3	62319015	62336213	0
FEZF2	chr3	62369681	62374324	0
CADPS	chr3	62398346	62875416	0
SYNPR	chr3	63228315	63616924	0
SNTN	chr3	63652675	63679020	0
C3orf49	chr3	63819299	63848636	0
THOC7	chr3	63833870	63863868	0
ATXN7	chr3	63863155	64003462	0
PSMD6	chr3	64010550	64024010	0
PRICKLE2	chr3	64092236	64445476	0
ADAMTS9	chr3	64515654	64688000	0
MAGI1	chr3	65353525	66038918	0
SLC25A26	chr3	66133610	66388116	0
LRIG1	chr3	66378797	66501263	0
KBTBD8	chr3	66998307	67011210	0
SUCLG2	chr3	67360460	67654612	2
TAFA1	chr3	68004247	68545621	0
TAFA4	chr3	68731766	68953297	0
EOGT	chr3	68975217	69013684	0
TMF1	chr3	69019827	69052339	0
UBA3	chr3	69054730	69080408	0
ARL6IP5	chr3	69084937	69106092	0
LMOD3	chr3	69106065	69123032	0
FRMD4B	chr3	69168782	69542583	0
MITF	chr3	69739456	69968336	0
MDFIC2	chr3	70194479	70312638	0
FOXP1	chr3	70954693	71583978	0
ENSG00000285708	chr3	70959226	71754229	0
EIF4E3	chr3	71675414	71754773	0
GPR27	chr3	71753855	71756496	0
PROK2	chr3	71771655	71785206	0
RYBP	chr3	72371825	72446621	0
SHQ1	chr3	72749277	72861914	0
GXYLT2	chr3	72888046	72998138	0
PPP4R2	chr3	72996803	73069198	0
EBLN2	chr3	73061659	73063337	0
PDZRN3	chr3	73382431	73624941	0
CNTN3	chr3	74262568	74614659	0
FRG2C	chr3	75664328	75667220	0
ZNF717	chr3	75678660	75785583	0
ROBO2	chr3	75906695	77649964	1
ROBO1	chr3	78597239	79767998	0
GBE1	chr3	81489703	81761645	0
CADM2	chr3	84958989	86074429	0
VGLL3	chr3	86876388	86991149	0
CHMP2B	chr3	87227271	87255556	0
POU1F1	chr3	87259404	87276584	0
HTR1F	chr3	87792706	87993839	0
CGGBP1	chr3	88051944	88149885	0
ENSG00000288654	chr3	88058139	88058216	0
ZNF654	chr3	88059255	88144660	0
C3orf38	chr3	88149959	88168729	0
CSNKA2IP	chr3	88338416	88467594	0
EPHA3	chr3	89107621	89482134	0
PROS1	chr3	93873051	93980003	0
ARL13B	chr3	93980139	94055678	0
STX19	chr3	94014365	94028597	0
DHFR2	chr3	94047836	94063389	0
NSUN3	chr3	94062980	94131832	0
EPHA6	chr3	96814581	97761532	0
ARL6	chr3	97764521	97801229	0
CRYBG3	chr3	97822011	97944984	0
RIOX2	chr3	97941818	97972457	0
GABRR3	chr3	97985102	98035315	0
OR5AC1	chr3	98064472	98065396	0
OR5AC2	chr3	98087173	98088102	0
OR5H1	chr3	98130721	98138548	0
OR5H14	chr3	98147479	98156614	0
OR5H15	chr3	98166696	98169774	0
OR5H6	chr3	98263252	98265356	0
OR5H2	chr3	98282505	98284070	0
OR5H8	chr3	98306752	98312843	0
OR5K4	chr3	98353854	98354819	0
OR5K3	chr3	98390666	98391631	0
OR5K1	chr3	98463201	98472924	0
OR5K2	chr3	98497681	98498631	0
CLDND1	chr3	98497912	98523066	0
ENSG00000285635	chr3	98521133	98585498	0
GPR15	chr3	98531978	98534681	0
CPOX	chr3	98579446	98593648	0
ST3GAL6	chr3	98732236	98821201	0
DCBLD2	chr3	98795941	98901695	0
COL8A1	chr3	99638475	99799226	0
CMSS1	chr3	99817837	100181732	0
FILIP1L	chr3	99828811	100114513	0
TBC1D23	chr3	100260992	100325251	0
NIT2	chr3	100334739	100361635	0
TOMM70	chr3	100363431	100401089	0
LNP1	chr3	100401532	100456319	0
TMEM45A	chr3	100492619	100577444	0
ADGRG7	chr3	100609601	100695479	0
TFG	chr3	100709295	100748964	0
ABI3BP	chr3	100749156	100993515	0
IMPG2	chr3	101222546	101320575	0
SENP7	chr3	101324205	101513241	0
TRMT10C	chr3	101561868	101566446	0
PCNP	chr3	101574180	101594465	0
ZBTB11	chr3	101648889	101677135	0
RPL24	chr3	101681091	101686733	0
CEP97	chr3	101724534	101770562	0
NXPE3	chr3	101779177	101843743	0
NFKBIZ	chr3	101827991	101861022	0
ZPLD1	chr3	102099244	102479841	0
ALCAM	chr3	105366909	105576900	0
CBLB	chr3	105655461	105869552	0
CCDC54	chr3	107377439	107378635	0
BBX	chr3	107522936	107811339	0
CD47	chr3	108043091	108091862	0
IFT57	chr3	108160812	108222435	0
HHLA2	chr3	108296529	108378285	0
MYH15	chr3	108380368	108529322	0
CIP2A	chr3	108549864	108589644	0
DZIP3	chr3	108589705	108694840	1
RETNLB	chr3	108743424	108757410	0
TRAT1	chr3	108822770	108855005	0
GUCA1C	chr3	108907792	108953879	0
MORC1	chr3	108958248	109118134	0
C3orf85	chr3	109118252	109151401	0
DPPA2	chr3	109293788	109316517	0
DPPA4	chr3	109326144	109337546	0
NECTIN3	chr3	111070071	111275563	0
CD96	chr3	111292719	111665750	0
ZBED2	chr3	111592900	111595346	0
PLCXD2	chr3	111674676	111846447	0
PHLDB2	chr3	111732497	111976517	0
ABHD10	chr3	111979010	111993368	0
TAGLN3	chr3	111998739	112013887	0
TMPRSS7	chr3	112034736	112081269	0
C3orf52	chr3	112086335	112131004	0
GCSAM	chr3	112120839	112133270	0
SLC9C1	chr3	112140898	112294227	0
CD200	chr3	112332347	112362812	0
BTLA	chr3	112463966	112499472	0
ATG3	chr3	112532510	112562046	0
SLC35A5	chr3	112561709	112585579	0
CCDC80	chr3	112596797	112649530	0
CD200R1L	chr3	112815709	112846864	0
CD200R1	chr3	112921205	112975103	0
GTPBP8	chr3	112990984	113015060	0
NEPRO	chr3	113002444	113019861	0
BOC	chr3	113211003	113287459	0
CFAP44	chr3	113286930	113441610	0
ENSG00000285943	chr3	113361901	113515151	0
SPICE1	chr3	113442718	113515187	0
SIDT1	chr3	113532555	113629575	0
USF3	chr3	113648385	113696646	0
NAA50	chr3	113716458	113746300	0
ATP6V1A	chr3	113746770	113812056	0
GRAMD1C	chr3	113828182	113947174	0
ZDHHC23	chr3	113947901	113965401	0
CCDC191	chr3	113964137	114056594	0
QTRT2	chr3	114005833	114088422	0
DRD3	chr3	114127580	114199407	0
ZNF80	chr3	114234631	114237578	0
TIGIT	chr3	114276913	114310288	0
ZBTB20	chr3	114314500	115147292	1
GAP43	chr3	115623510	115721490	0
LSAMP	chr3	115802374	117139389	1
IGSF11	chr3	118900557	119146068	0
TEX55	chr3	119146151	119160042	0
ENSG00000251012	chr3	119147375	119187807	0
UPK1B	chr3	119173517	119205143	0
B4GALT4	chr3	119211732	119240946	0
ARHGAP31	chr3	119294383	119420714	0
TMEM39A	chr3	119428949	119468830	0
POGLUT1	chr3	119468963	119494708	0
TIMMDC1	chr3	119498547	119525090	0
CD80	chr3	119524293	119559614	0
ADPRH	chr3	119579268	119589945	0
PLA1A	chr3	119597875	119629811	0
POPDC2	chr3	119636457	119665324	0
COX17	chr3	119654513	119677454	0
CFAP91	chr3	119703022	119767102	1
ENSG00000285585	chr3	119703076	119807570	1
NR1I2	chr3	119780484	119818487	0
GSK3B	chr3	119821321	120094994	0
GPR156	chr3	120164645	120285222	0
LRRC58	chr3	120324509	120349354	0
FSTL1	chr3	120392293	120451016	0
NDUFB4	chr3	120596328	120602507	0
HGD	chr3	120628172	120682269	0
RABL3	chr3	120684938	120742993	0
GTF2E1	chr3	120742637	120783069	0
STXBP5L	chr3	120908072	121424761	0
POLQ	chr3	121431431	121545988	0
ARGFX	chr3	121567949	121590622	0
FBXO40	chr3	121593379	121630295	0
HCLS1	chr3	121631399	121660927	0
GOLGB1	chr3	121663199	121749966	0
IQCB1	chr3	121769761	121835079	0
EAF2	chr3	121835183	121886526	0
SLC15A2	chr3	121894401	121944188	0
ILDR1	chr3	121987323	122022247	0
CD86	chr3	122055362	122121139	1
CASR	chr3	122183668	122291629	0
CSTA	chr3	122325248	122341969	0
MIX23	chr3	122359591	122383231	0
FAM162A	chr3	122384161	122412334	0
WDR5B	chr3	122411846	122416062	0
KPNA1	chr3	122421902	122514945	0
PARP9	chr3	122527924	122564577	0
DTX3L	chr3	122564338	122575203	0
PARP15	chr3	122577628	122639047	0
PARP14	chr3	122680839	122730840	0
HSPBAP1	chr3	122739999	122793831	0
SLC49A4	chr3	122795069	122881139	0
SEMA5B	chr3	122909082	123028605	0
PDIA5	chr3	123067025	123225227	0
SEC22A	chr3	123201927	123274136	0
ADCY5	chr3	123282296	123449090	0
HACD2	chr3	123490820	123585053	0
MYLK	chr3	123610049	123884332	0
CCDC14	chr3	123897305	123961408	0
ROPN1	chr3	123968521	123992178	0
KALRN	chr3	124033369	124726325	0
UMPS	chr3	124730433	124749273	0
ITGB5	chr3	124761948	124901418	0
MUC13	chr3	124905442	124953819	0
HEG1	chr3	124965710	125055997	0
SLC12A8	chr3	125082636	125212864	0
ZNF148	chr3	125225669	125375325	0
SNX4	chr3	125446650	125520202	0
OSBPL11	chr3	125528858	125595497	0
ROPN1B	chr3	125969160	125983454	0
SLC41A3	chr3	126006357	126101561	0
ALDH1L1	chr3	126103562	126197994	0
KLF15	chr3	126342635	126357408	0
CFAP100	chr3	126394909	126436556	0
ZXDC	chr3	126437601	126475891	0
UROC1	chr3	126481166	126517773	0
CHST13	chr3	126524155	126543291	0
C3orf22	chr3	126526999	126558965	2
TXNRD3	chr3	126571779	126655124	0
CHCHD6	chr3	126704240	126960420	0
PLXNA1	chr3	126982693	127037389	0
PRR23E	chr3	127193131	127198185	0
PRR20G	chr3	127283783	127288046	0
TPRA1	chr3	127571232	127598267	0
MCM2	chr3	127598410	127622436	0
PODXL2	chr3	127629185	127672802	0
ABTB1	chr3	127672935	127680926	0
MGLL	chr3	127689062	128052190	0
KBTBD12	chr3	127915232	127987671	0
SEC61A1	chr3	128051641	128071705	0
RUVBL1	chr3	128064778	128153914	0
EEFSEC	chr3	128153481	128408646	0
DNAJB8	chr3	128462437	128466968	0
GATA2	chr3	128479427	128493201	0
RPN1	chr3	128619969	128681075	0
RAB7A	chr3	128693669	128825942	0
ACAD9	chr3	128879596	128924003	0
CFAP92	chr3	128909866	129002690	0
EFCC1	chr3	129001304	129040742	0
GP9	chr3	129060779	129062406	0
RAB43	chr3	129087569	129122801	0
ISY1-RAB43	chr3	129087575	129161036	0
ISY1	chr3	129127415	129161063	0
CNBP	chr3	129167827	129183922	0
COPG1	chr3	129249606	129277773	0
HMCES	chr3	129278828	129306186	0
H1-10	chr3	129314771	129316286	0
EFCAB12	chr3	129401321	129428636	0
IFT122	chr3	129429607	129520510	0
MBD4	chr3	129430947	129440179	0
RHO	chr3	129528639	129535344	0
H1-8	chr3	129543175	129551467	0
PLXND1	chr3	129555214	129606676	0
TMCC1	chr3	129647792	129893711	0
TRH	chr3	129974688	129977935	0
ALG1L2	chr3	130081831	130113227	0
COL6A5	chr3	130345516	130484846	0
COL6A6	chr3	130517177	130677044	0
PIK3R4	chr3	130678934	130746829	0
ATP2C1	chr3	130850595	131016712	0
ASTE1	chr3	131013875	131027649	0
NEK11	chr3	131026850	131350465	0
NUDT16	chr3	131381671	131388830	0
MRPL3	chr3	131462212	131502983	0
CPNE4	chr3	131533555	132285410	0
ACP3	chr3	132317369	132368302	0
DNAJC13	chr3	132417502	132539032	0
ACAD11	chr3	132558138	132660082	0
NPHP3-ACAD11	chr3	132558142	132722459	0
ACKR4	chr3	132597270	132618967	0
UBA5	chr3	132654446	132679794	0
NPHP3	chr3	132680609	132722432	0
TMEM108	chr3	133038391	133397775	0
BFSP2	chr3	133400056	133475222	0
CDV3	chr3	133573686	133590261	0
TOPBP1	chr3	133598175	133662380	0
TF	chr3	133746040	133796641	2
SRPRB	chr3	133784023	133825772	2
RAB6B	chr3	133824235	133895882	0
SLCO2A1	chr3	133932701	134052184	0
RYK	chr3	134065303	134250859	0
AMOTL2	chr3	134355347	134375479	0
ANAPC13	chr3	134477706	134486716	0
CEP63	chr3	134485699	134587789	0
KY	chr3	134599923	134651636	0
EPHB1	chr3	134795260	135260467	0
PPP2R3A	chr3	135965728	136147894	0
MSL2	chr3	136148917	136197241	0
PCCB	chr3	136250340	136337896	2
STAG1	chr3	136336236	136752403	0
SLC35G2	chr3	136818647	136855888	0
NCK1	chr3	136862208	136951606	0
IL20RB	chr3	136946230	137011085	0
SOX14	chr3	137764315	137766334	0
CLDN18	chr3	137998735	138033655	0
DZIP1L	chr3	138061990	138115818	0
A4GNT	chr3	138123713	138132390	0
DBR1	chr3	138160988	138174949	0
ARMC8	chr3	138187248	138298384	0
NME9	chr3	138261437	138329886	0
MRAS	chr3	138347648	138405534	0
ESYT3	chr3	138434586	138481686	0
CEP70	chr3	138494344	138594538	0
FAIM	chr3	138608606	138633376	0
PIK3CB	chr3	138652698	138834928	0
FOXL2	chr3	138944224	138947137	0
FOXL2NB	chr3	138947217	138953990	0
PRR23A	chr3	139003962	139006268	0
MRPS22	chr3	139005806	139360497	0
PRR23B	chr3	139019031	139020926	0
PRR23C	chr3	139042102	139044892	0
COPB2	chr3	139353946	139389736	0
RBP2	chr3	139452884	139480747	0
RBP1	chr3	139517434	139539829	0
NMNAT3	chr3	139560180	139678017	0
CLSTN2	chr3	139935185	140577397	0
TRIM42	chr3	140678064	140701150	0
SLC25A36	chr3	140941830	140980995	0
SPSB4	chr3	141051347	141148611	0
PXYLP1	chr3	141228726	141367753	0
ZBTB38	chr3	141324213	141449792	1
RASA2	chr3	141487027	141615344	0
RNF7	chr3	141738249	141747560	0
ENSG00000285558	chr3	141738474	141807919	0
GRK7	chr3	141763408	141819352	0
ATP1B3	chr3	141876124	141926549	0
TFDP2	chr3	141944428	142149544	0
GK5	chr3	142157527	142225592	0
XRN1	chr3	142306607	142448062	0
ATR	chr3	142449007	142578733	0
PLS1	chr3	142596393	142713664	0
TRPC1	chr3	142724034	142807888	0
PCOLCE2	chr3	142815922	142889206	0
PAQR9	chr3	142949164	142963674	0
U2SURP	chr3	142964497	143060725	0
CHST2	chr3	143119771	143124014	0
SLC9A9	chr3	143265222	143848485	0
DIPK2A	chr3	143971823	144048719	0
PLOD2	chr3	146035139	146163725	0
PLSCR4	chr3	146192335	146251179	0
PLSCR2	chr3	146391421	146495991	0
PLSCR1	chr3	146515180	146544856	0
PLSCR5	chr3	146576555	146605346	0
ZIC4	chr3	147386046	147406809	0
ZIC1	chr3	147393422	147510293	0
AGTR1	chr3	148697784	148743008	0
CPB1	chr3	148791102	148860187	0
CPA3	chr3	148865296	148897203	0
GYG1	chr3	148991408	149031775	0
HLTF	chr3	149030127	149086554	0
HPS3	chr3	149129638	149173732	0
CP	chr3	149162410	149221829	0
TM4SF18	chr3	149318498	149334414	0
TM4SF1	chr3	149369022	149377692	0
TM4SF4	chr3	149474697	149503394	0
WWTR1	chr3	149517235	149736714	2
COMMD2	chr3	149738472	149752495	0
ANKUB1	chr3	149761100	149968385	0
RNF13	chr3	149812770	149962139	0
PFN2	chr3	149964904	150050788	0
TSC22D2	chr3	150408298	150466422	0
SERP1	chr3	150541998	150603228	0
EIF2A	chr3	150546678	150586016	0
SELENOT	chr3	150602875	150630436	0
ERICH6	chr3	150659885	150703971	0
SIAH2	chr3	150741125	150763477	0
MINDY4B	chr3	150870376	150905439	0
ENSG00000260234	chr3	150882997	150941743	0
CLRN1	chr3	150926163	150972727	0
MED12L	chr3	151085286	151437072	0
GPR171	chr3	151197832	151203216	0
P2RY14	chr3	151212117	151278542	0
GPR87	chr3	151294086	151316820	0
P2RY13	chr3	151326312	151329549	0
P2RY12	chr3	151336843	151384753	0
IGSF10	chr3	151425384	151461061	0
AADACL2	chr3	151733916	151761339	0
AADAC	chr3	151814073	151828488	0
SUCNR1	chr3	151873643	151884619	0
MBNL1	chr3	152243828	152465780	0
P2RY1	chr3	152835131	152841439	0
RAP2B	chr3	153162226	153170627	0
ARHGEF26	chr3	154121003	154257827	0
DHX36	chr3	154272546	154324487	0
GPR149	chr3	154334943	154430190	0
MME	chr3	155024124	155183704	0
STRIT1	chr3	155290227	155293683	0
PLCH1	chr3	155375580	155745071	0
C3orf33	chr3	155762617	155806278	0
ENSG00000284952	chr3	155763043	155854442	0
SLC33A1	chr3	155821024	155854456	0
GMPS	chr3	155870650	155944020	0
KCNAB1	chr3	156037701	156539138	0
SSR3	chr3	156539553	156555149	0
TIPARP	chr3	156673235	156706770	0
LEKR1	chr3	156825481	157046129	0
CCNL1	chr3	157146508	157160760	0
VEPH1	chr3	157259742	157533619	0
PTX3	chr3	157436850	157443633	0
SHOX2	chr3	158095905	158106420	0
RSRC1	chr3	158105855	158545730	0
MLF1	chr3	158571163	158607252	0
GFM1	chr3	158644527	158695581	0
LXN	chr3	158645822	158672648	0
RARRES1	chr3	158696892	158732489	0
MFSD1	chr3	158732198	158829719	0
IQCJ-SCHIP1	chr3	158962235	159897629	1
IQCJ	chr3	158962928	159266307	0
SCHIP1	chr3	159839861	159897360	0
IL12A	chr3	159988835	159996019	0
C3orf80	chr3	160225422	160228213	0
ENSG00000248710	chr3	160227454	160449829	0
IFT80	chr3	160256986	160399880	0
SMC4	chr3	160399274	160434954	0
TRIM59	chr3	160432445	160485773	0
KPNA4	chr3	160495007	160565571	0
ARL14	chr3	160677160	160678448	0
PPM1L	chr3	160755602	161078902	0
B3GALNT1	chr3	161083883	161105411	0
NMD3	chr3	161104696	161253532	0
SPTSSB	chr3	161344798	161372880	0
OTOL1	chr3	161496808	161503942	0
SI	chr3	164978898	165078496	0
SLITRK3	chr3	165186720	165197109	0
BCHE	chr3	165772904	165837462	0
ZBBX	chr3	167239843	167407874	0
SERPINI2	chr3	167441914	167478972	0
WDR49	chr3	167478684	167653983	2
PDCD10	chr3	167683298	167734939	0
SERPINI1	chr3	167735243	167825569	0
GOLIM4	chr3	168008689	168095924	0
MECOM	chr3	169083499	169663775	0
TERC	chr3	169764520	169765060	0
ACTRT3	chr3	169766921	169769561	0
MYNN	chr3	169773396	169789716	0
LRRC34	chr3	169793003	169812986	0
LRRIQ4	chr3	169812870	169837773	0
LRRC31	chr3	169839172	169869935	0
SAMD7	chr3	169911572	169939175	0
SEC62	chr3	169966635	169998373	0
GPR160	chr3	170037995	170085392	0
PHC3	chr3	170086732	170181749	0
PRKCI	chr3	170222424	170305977	0
SKIL	chr3	170357342	170396835	0
CLDN11	chr3	170418868	170454733	0
ENSG00000285218	chr3	170418868	170860380	0
SLC7A14	chr3	170459548	170586075	0
RPL22L1	chr3	170864875	170870208	0
EIF5A2	chr3	170888418	170908644	0
SLC2A2	chr3	170996347	171026743	0
TNIK	chr3	171058414	171460408	0
PLD1	chr3	171600404	171810950	0
TMEM212	chr3	171843349	171938715	0
FNDC3B	chr3	172039578	172401669	0
GHSR	chr3	172443291	172448456	0
TNFSF10	chr3	172505508	172523475	0
NCEH1	chr3	172630249	172711218	0
ECT2	chr3	172750682	172821474	0
SPATA16	chr3	172889357	173141235	0
NLGN1	chr3	173396284	174294372	1
NAALADL2	chr3	174438573	175810548	0
TBL1XR1	chr3	177019340	177228000	0
KCNMB2	chr3	178272932	178844429	0
ENSG00000275163	chr3	178419123	178843300	0
ZMAT3	chr3	178960121	179072215	0
PIK3CA	chr3	179148114	179240093	0
KCNMB3	chr3	179236691	179267002	0
ZNF639	chr3	179323031	179338583	0
MFN1	chr3	179347709	179394936	0
GNB4	chr3	179396088	179451476	0
ACTL6A	chr3	179562886	179588407	0
MRPL47	chr3	179588285	179604649	0
NDUFB5	chr3	179604690	179627647	0
ENSG00000288698	chr3	179604807	179784179	2
USP13	chr3	179653032	179804366	2
PEX5L	chr3	179794958	180037053	0
TTC14	chr3	180602163	180617828	0
CCDC39	chr3	180602858	180684942	0
FXR1	chr3	180868141	180982753	0
DNAJC19	chr3	180983697	180989774	0
SOX2	chr3	181711925	181714436	0
ATP11B	chr3	182793503	182921629	0
DCUN1D1	chr3	182938074	182985953	0
MCCC1	chr3	183015218	183116075	0
LAMP3	chr3	183122215	183163839	0
MCF2L2	chr3	183178041	183428778	0
B3GNT5	chr3	183253253	183298504	0
KLHL6	chr3	183487551	183555706	0
KLHL24	chr3	183635610	183684519	0
YEATS2	chr3	183697797	183812624	0
ENSG00000283765	chr3	183815568	183884889	0
MAP6D1	chr3	183815922	183825594	0
PARL	chr3	183829271	183884933	0
ABCC5	chr3	183919934	184017939	0
HTR3D	chr3	184031544	184039369	0
HTR3C	chr3	184053047	184060673	0
HTR3E	chr3	184097064	184106995	0
EIF2B5	chr3	184135038	184146127	0
DVL3	chr3	184155377	184173614	0
AP2M1	chr3	184174689	184184214	0
ABCF3	chr3	184186095	184194012	0
VWA5B2	chr3	184229585	184242329	0
ALG3	chr3	184242301	184249548	0
EEF1AKMT4	chr3	184249672	184258759	2
EEF1AKMT4-ECE2	chr3	184249695	184293031	2
CAMK2N2	chr3	184259213	184261553	2
ECE2	chr3	184276011	184293031	0
PSMD2	chr3	184299198	184309050	0
EIF4G1	chr3	184314495	184335358	0
FAM131A	chr3	184335926	184348421	0
CLCN2	chr3	184346185	184361650	0
POLR2H	chr3	184361710	184368596	0
THPO	chr3	184371935	184381968	2
CHRD	chr3	184380054	184390736	2
EPHB3	chr3	184561785	184582408	0
MAGEF1	chr3	184710364	184712064	0
VPS8	chr3	184812143	185052614	0
C3orf70	chr3	185076838	185153060	0
EHHADH	chr3	185190624	185281990	0
MAP3K13	chr3	185282941	185489094	1
TMEM41A	chr3	185476496	185499057	0
LIPH	chr3	185506262	185552588	0
SENP2	chr3	185582496	185633551	0
IGF2BP2	chr3	185643130	185825042	0
TRA2B	chr3	185914558	185938103	0
ETV5	chr3	186046314	186110318	0
DGKG	chr3	186105668	186362234	0
CRYGS	chr3	186538441	186546702	0
TBCCD1	chr3	186546067	186570543	0
DNAJB11	chr3	186567403	186585800	0
ENSG00000283149	chr3	186581995	186597103	0
AHSG	chr3	186613060	186621318	0
FETUB	chr3	186635969	186653141	0
HRG	chr3	186660216	186678234	0
KNG1	chr3	186717348	186744410	0
EIF4A2	chr3	186783205	186789897	0
RFC4	chr3	186789880	186807058	0
ADIPOQ	chr3	186842704	186858463	0
ST6GAL1	chr3	186930325	187078553	0
RPL39L	chr3	187120948	187180908	0
RTP1	chr3	187197486	187201462	0
MASP1	chr3	187217282	187291980	0
RTP4	chr3	187368385	187372076	0
SST	chr3	187668912	187670394	0
RTP2	chr3	187698259	187702557	0
BCL6	chr3	187721377	187745725	0
ENSG00000285938	chr3	187743686	187746028	0
LPP	chr3	188153284	188890671	0
TPRG1	chr3	188947214	189325304	0
TP63	chr3	189631389	189897276	0
P3H2	chr3	189956728	190122437	2
CLDN1	chr3	190305707	190322446	0
CLDN16	chr3	190322541	190412138	0
TMEM207	chr3	190428655	190449901	0
IL1RAP	chr3	190514051	190659750	0
GMNC	chr3	190852737	190892429	0
OSTN	chr3	191199241	191265615	0
UTS2B	chr3	191267168	191330526	0
CCDC50	chr3	191329085	191398659	0
PYDC2	chr3	191461163	191461456	0
FGF12	chr3	192139390	192767764	0
MB21D2	chr3	192796815	192917856	0
PLAAT1	chr3	193241128	193277738	0
ATP13A5	chr3	193274789	193378820	0
ATP13A4	chr3	193398967	193593111	2
OPA1	chr3	193593144	193697811	0
HES1	chr3	194136148	194138732	0
